total_return_pct,max_drawdown_pct,total_trades,winning_trades,win_rate_pct,sharpe_ratio,final_equity_krw,initial_cash_krw,transaction_cost_bps,total_cost_krw,train_end,trade_year,max_positions,max_notional,cash_fraction_per_entry,strategy,overlay_mode,alpha,stop_loss_pct,take_profit_pct,trailing_stop_pct,max_holding_steps,daily_avg_pct_252,target_05pct_day
70.93,-24.18,59,23,38.98,3.1513,1709285.42,1000000,30.0,120013.37,2023,2024,4,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.281468253968254,False
141.41,-23.01,58,23,39.66,3.998,2414072.59,1000000,30.0,172767.89,2023,2024,4,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.5611507936507937,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2023,2024,4,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
63.86,-9.08,73,31,42.47,4.2473,1638570.79,1000000,30.0,86620.2,2023,2024,5,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2534126984126984,False
71.38,-9.51,73,31,42.47,4.4319,1713807.15,1000000,30.0,89048.4,2023,2024,5,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.28325396825396826,False
71.62,-8.42,73,31,42.47,4.4051,1716211.1,1000000,30.0,89910.12,2023,2024,5,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.28420634920634924,False
69.47,-12.39,70,30,42.86,3.7649,1694685.33,1000000,30.0,104981.02,2023,2024,5,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2756746031746032,False
65.17,-14.82,72,30,41.67,3.39,1651726.44,1000000,30.0,108338.15,2023,2024,5,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2586111111111111,False
42.83,-19.06,57,21,36.84,2.5005,1428282.05,1000000,30.0,104145.61,2023,2024,5,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16996031746031745,False
80.8,-17.91,70,29,41.43,3.577,1807985.41,1000000,30.0,119659.02,2023,2024,5,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.3206349206349206,False
92.89,-17.91,72,30,41.67,3.667,1928942.62,1000000,30.0,135693.29,2023,2024,5,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.3686111111111111,False
87.65,-16.6,40,16,40.0,3.6255,1876486.8,1000000,30.0,122961.05,2023,2024,5,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.34781746031746036,False
76.82,-22.14,70,29,41.43,3.4296,1768153.57,1000000,30.0,119655.91,2023,2024,5,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.3048412698412698,False
187.48,-19.14,69,29,42.03,4.6684,2874825.75,1000000,30.0,192523.8,2023,2024,5,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.743968253968254,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2023,2024,5,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
53.51,-13.41,84,34,40.48,3.6624,1535082.03,1000000,30.0,94360.93,2023,2024,6,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.21234126984126983,False
63.35,-12.7,86,34,39.53,3.9755,1633521.22,1000000,30.0,100028.27,2023,2024,6,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2513888888888889,False
64.22,-12.65,81,32,39.51,3.9295,1642177.38,1000000,30.0,99298.67,2023,2024,6,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2548412698412698,False
60.67,-16.78,83,33,39.76,3.4057,1606734.98,1000000,30.0,108865.8,2023,2024,6,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.24075396825396825,False
55.74,-17.59,84,33,39.29,3.0166,1557433.58,1000000,30.0,112411.06,2023,2024,6,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2211904761904762,False
42.83,-19.06,57,21,36.84,2.5005,1428282.05,1000000,30.0,104145.61,2023,2024,6,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16996031746031745,False
79.97,-18.8,83,32,38.55,3.6112,1799728.78,1000000,30.0,123241.43,2023,2024,6,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.3173412698412698,False
106.71,-17.68,82,34,41.46,3.8688,2067116.05,1000000,30.0,143280.47,2023,2024,6,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.4234523809523809,False
87.65,-16.6,40,16,40.0,3.6255,1876486.8,1000000,30.0,122961.05,2023,2024,6,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.34781746031746036,False
74.42,-23.01,85,32,37.65,3.4277,1744154.11,1000000,30.0,123370.71,2023,2024,6,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2953174603174603,False
195.43,-19.18,79,34,43.04,4.8099,2954333.18,1000000,30.0,196206.21,2023,2024,6,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.775515873015873,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2023,2024,6,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
38.09,-19.84,108,42,38.89,2.8316,1380942.59,1000000,30.0,103321.94,2023,2024,8,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.15115079365079367,False
58.34,-17.9,107,42,39.25,3.6556,1583442.23,1000000,30.0,113124.35,2023,2024,8,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.23150793650793652,False
61.76,-16.26,95,36,37.89,3.7224,1617628.57,1000000,30.0,116065.39,2023,2024,8,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.24507936507936506,False
52.51,-19.52,109,43,39.45,3.1128,1525130.43,1000000,30.0,110965.21,2023,2024,8,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.20837301587301588,False
54.15,-18.42,111,42,37.84,2.9857,1541529.92,1000000,30.0,115749.57,2023,2024,8,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.21488095238095237,False
42.83,-19.06,57,21,36.84,2.5005,1428282.05,1000000,30.0,104145.61,2023,2024,8,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16996031746031745,False
78.48,-19.23,108,43,39.81,3.6537,1784751.61,1000000,30.0,126637.66,2023,2024,8,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.31142857142857144,False
108.13,-17.84,106,41,38.68,3.9333,2081277.86,1000000,30.0,146949.3,2023,2024,8,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.4290873015873016,False
87.65,-16.6,40,16,40.0,3.6255,1876486.8,1000000,30.0,122961.05,2023,2024,8,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.34781746031746036,False
70.55,-23.94,110,45,40.91,3.3857,1705502.11,1000000,30.0,125512.9,2023,2024,8,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.27996031746031746,False
188.95,-17.25,101,42,41.58,4.7975,2889488.55,1000000,30.0,194641.54,2023,2024,8,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.7498015873015873,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2023,2024,8,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
48.32,-8.94,32,16,50.0,5.5325,1483163.51,1000000,30.0,39946.75,2024,2025,2,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.19174603174603175,False
48.32,-8.94,32,16,50.0,5.5325,1483163.51,1000000,30.0,39946.75,2024,2025,2,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.19174603174603175,False
48.32,-8.94,32,16,50.0,5.5325,1483163.51,1000000,30.0,39946.75,2024,2025,2,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.19174603174603175,False
71.94,-13.4,32,16,50.0,5.4749,1719369.99,1000000,30.0,59804.1,2024,2025,2,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.2854761904761905,False
72.47,-13.41,32,16,50.0,5.491,1724745.26,1000000,30.0,59920.13,2024,2025,2,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.2875793650793651,False
72.47,-13.41,32,16,50.0,5.491,1724745.26,1000000,30.0,59920.13,2024,2025,2,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.2875793650793651,False
110.58,-14.09,32,16,50.0,5.8513,2105827.03,1000000,30.0,88203.37,2024,2025,2,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.4388095238095238,False
114.17,-18.03,32,16,50.0,5.5456,2141652.05,1000000,30.0,94099.41,2024,2025,2,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.45305555555555554,False
130.87,-10.58,28,15,53.57,6.2293,2308717.65,1000000,30.0,88134.12,2024,2025,2,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5193253968253968,True
126.11,-14.09,32,16,50.0,5.5673,2261143.78,1000000,30.0,107812.19,2024,2025,2,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.500436507936508,True
161.42,-17.23,32,16,50.0,5.3186,2614174.72,1000000,30.0,145653.22,2024,2025,2,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6405555555555555,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2024,2025,2,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
71.09,-7.94,48,24,50.0,6.4756,1710943.25,1000000,30.0,59958.82,2024,2025,3,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.28210317460317463,False
71.09,-7.94,48,24,50.0,6.4756,1710943.25,1000000,30.0,59958.82,2024,2025,3,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.28210317460317463,False
71.09,-7.94,48,24,50.0,6.4756,1710943.25,1000000,30.0,59958.82,2024,2025,3,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.28210317460317463,False
97.45,-10.23,48,24,50.0,6.7969,1974466.55,1000000,30.0,86588.44,2024,2025,3,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.3867063492063492,False
105.47,-9.85,48,24,50.0,6.4665,2054697.68,1000000,30.0,89470.27,2024,2025,3,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.41853174603174603,False
106.64,-9.79,48,24,50.0,6.3033,2066414.88,1000000,30.0,89938.23,2024,2025,3,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.4231746031746032,False
132.13,-14.07,48,24,50.0,6.9547,2321327.26,1000000,30.0,121309.66,2024,2025,3,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5243253968253968,True
132.24,-14.27,48,24,50.0,6.3573,2322401.83,1000000,30.0,127052.47,2024,2025,3,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5247619047619048,True
113.25,-15.47,39,19,48.72,4.9999,2132451.5,1000000,30.0,120875.27,2024,2025,3,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.4494047619047619,False
153.61,-14.27,48,24,50.0,6.5296,2536137.2,1000000,30.0,141076.65,2024,2025,3,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6095634920634921,True
156.34,-17.48,45,22,48.89,5.3104,2563401.88,1000000,30.0,161380.42,2024,2025,3,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6203968253968254,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2024,2025,3,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
98.74,-6.25,59,32,54.24,7.1692,1987403.7,1000000,30.0,73867.27,2024,2025,4,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.3918253968253968,False
98.67,-6.25,59,32,54.24,7.0923,1986672.87,1000000,30.0,74074.95,2024,2025,4,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.39154761904761903,False
98.67,-6.25,59,32,54.24,7.0923,1986672.87,1000000,30.0,74074.95,2024,2025,4,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.39154761904761903,False
123.41,-8.34,59,32,54.24,7.4005,2234065.16,1000000,30.0,101356.25,2024,2025,4,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.4897222222222222,False
117.94,-8.55,59,32,54.24,6.7429,2179402.48,1000000,30.0,103366.69,2024,2025,4,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.468015873015873,False
139.99,-8.32,57,32,56.14,7.2279,2399867.88,1000000,30.0,107260.45,2024,2025,4,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.555515873015873,True
154.23,-11.73,59,32,54.24,7.2326,2542327.9,1000000,30.0,136296.48,2024,2025,4,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6120238095238095,True
166.38,-15.23,59,32,54.24,6.7398,2663833.73,1000000,30.0,145571.7,2024,2025,4,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6602380952380952,True
126.73,-13.16,43,22,51.16,5.3198,2267263.57,1000000,30.0,133433.86,2024,2025,4,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5028968253968255,True
162.82,-13.68,59,32,54.24,6.5761,2628239.13,1000000,30.0,147075.38,2024,2025,4,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6461111111111111,True
171.8,-17.87,58,32,55.17,5.5132,2718009.64,1000000,30.0,171686.51,2024,2025,4,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6817460317460318,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2024,2025,4,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
117.56,-5.1,81,40,49.38,7.0706,2175568.39,1000000,30.0,97699.49,2024,2025,5,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.46650793650793654,False
116.13,-5.9,81,40,49.38,6.8033,2161254.08,1000000,30.0,99508.25,2024,2025,5,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.4608333333333333,False
113.59,-7.76,81,39,48.15,6.7691,2135918.22,1000000,30.0,100982.85,2024,2025,5,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.45075396825396824,False
142.17,-7.06,84,40,47.62,7.1398,2421695.19,1000000,30.0,127966.85,2024,2025,5,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5641666666666666,True
152.74,-7.72,77,40,51.95,7.1394,2527398.01,1000000,30.0,129837.42,2024,2025,5,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6061111111111112,True
172.27,-8.32,71,38,53.52,7.5923,2722671.69,1000000,30.0,133476.66,2024,2025,5,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6836111111111112,True
188.59,-9.07,78,40,51.28,7.9129,2885878.87,1000000,30.0,156978.17,2024,2025,5,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.7483730158730159,True
176.03,-15.26,77,38,49.35,6.8446,2760309.7,1000000,30.0,161263.89,2024,2025,5,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6985317460317461,True
126.73,-13.16,43,22,51.16,5.3198,2267263.57,1000000,30.0,133433.86,2024,2025,5,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5028968253968255,True
213.5,-10.98,77,40,51.95,7.703,3134971.75,1000000,30.0,171547.17,2024,2025,5,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.8472222222222222,True
161.21,-17.25,75,38,50.67,5.1064,2612130.14,1000000,30.0,168674.18,2024,2025,5,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6397222222222223,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2024,2025,5,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
130.29,-7.77,104,47,45.19,7.79,2302898.04,1000000,30.0,116412.53,2024,2025,6,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5170238095238094,True
118.39,-6.25,100,46,46.0,6.5833,2183880.24,1000000,30.0,118374.61,2024,2025,6,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.46980158730158733,False
116.88,-7.76,93,43,46.24,6.6378,2168782.26,1000000,30.0,115576.24,2024,2025,6,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.4638095238095238,False
149.26,-6.7,102,45,44.12,7.1582,2492564.19,1000000,30.0,140200.23,2024,2025,6,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5923015873015872,True
171.77,-7.81,96,47,48.96,7.3564,2717692.18,1000000,30.0,145152.37,2024,2025,6,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6816269841269842,True
192.76,-8.32,77,41,53.25,8.134,2927574.85,1000000,30.0,145002.47,2024,2025,6,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.7649206349206349,True
192.12,-9.52,97,46,47.42,8.0643,2921222.34,1000000,30.0,162144.85,2024,2025,6,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.7623809523809524,True
190.19,-15.43,93,46,49.46,7.11,2901894.68,1000000,30.0,165759.55,2024,2025,6,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.7547222222222222,True
126.73,-13.16,43,22,51.16,5.3198,2267263.57,1000000,30.0,133433.86,2024,2025,6,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5028968253968255,True
200.43,-10.93,97,46,47.42,7.3699,3004317.25,1000000,30.0,171014.74,2024,2025,6,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.7953571428571429,True
221.76,-13.73,93,46,49.46,6.6539,3217599.18,1000000,30.0,190507.35,2024,2025,6,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.88,True
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2024,2025,6,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
156.18,-8.54,134,57,42.54,8.2536,2561777.0,1000000,30.0,132604.56,2024,2025,8,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6197619047619047,True
156.91,-9.65,133,58,43.61,7.7191,2569102.73,1000000,30.0,136159.27,2024,2025,8,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6226587301587302,True
143.45,-7.76,104,49,47.12,7.401,2434524.27,1000000,30.0,129658.64,2024,2025,8,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5692460317460317,True
165.34,-6.5,132,56,42.42,8.2921,2653375.08,1000000,30.0,152176.98,2024,2025,8,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6561111111111111,True
171.65,-8.05,121,59,48.76,7.609,2716469.85,1000000,30.0,159796.42,2024,2025,8,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6811507936507937,True
199.34,-8.32,85,44,51.76,8.3222,2993434.54,1000000,30.0,159575.96,2024,2025,8,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.7910317460317461,True
170.25,-8.18,127,60,47.24,7.6345,2702549.44,1000000,30.0,159474.57,2024,2025,8,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.6755952380952381,True
208.05,-13.79,118,59,50.0,8.0044,3080497.3,1000000,30.0,172674.32,2024,2025,8,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.8255952380952382,True
126.73,-13.16,43,22,51.16,5.3198,2267263.57,1000000,30.0,133433.86,2024,2025,8,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.5028968253968255,True
