total_return_pct,max_drawdown_pct,total_trades,winning_trades,win_rate_pct,sharpe_ratio,final_equity_krw,initial_cash_krw,transaction_cost_bps,total_cost_krw,train_end,trade_year,max_positions,max_notional,cash_fraction_per_entry,strategy,overlay_mode,alpha,stop_loss_pct,take_profit_pct,trailing_stop_pct,max_holding_steps,daily_avg_pct_252,target_05pct_day
10.49,-32.18,30,12,40.0,1.4644,1104920.98,1000000,30.0,61481.59,2025,2026,4,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.04162698412698413,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,4,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
39.37,-6.94,34,13,38.24,4.9368,1393725.06,1000000,30.0,41049.37,2025,2026,5,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.15623015873015872,False
42.45,-6.79,34,13,38.24,5.1074,1424548.81,1000000,30.0,41588.58,2025,2026,5,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.16845238095238096,False
44.77,-6.68,34,13,38.24,5.14,1447660.08,1000000,30.0,41969.86,2025,2026,5,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.17765873015873018,False
39.23,-11.78,36,14,38.89,4.2249,1392334.68,1000000,30.0,51221.54,2025,2026,5,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.15567460317460316,False
25.22,-15.91,35,13,37.14,2.978,1252212.8,1000000,30.0,50412.22,2025,2026,5,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.10007936507936507,False
13.87,-20.98,25,8,32.0,1.881,1138684.13,1000000,30.0,45202.79,2025,2026,5,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.055039682539682534,False
13.72,-21.2,36,12,33.33,1.8368,1137165.14,1000000,30.0,51140.85,2025,2026,5,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.05444444444444445,False
21.77,-22.98,37,12,32.43,2.2769,1217737.47,1000000,30.0,58452.35,2025,2026,5,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.08638888888888889,False
-2.37,-35.65,15,4,26.67,0.3914,976339.43,1000000,30.0,45044.3,2025,2026,5,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,-0.009404761904761905,False
9.47,-23.54,36,12,33.33,1.4491,1094659.13,1000000,30.0,50788.42,2025,2026,5,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.03757936507936508,False
10.83,-31.94,37,16,43.24,1.4875,1108321.68,1000000,30.0,62474.36,2025,2026,5,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.04297619047619047,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,5,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
37.48,-9.04,45,17,37.78,4.3338,1374771.35,1000000,30.0,51616.14,2025,2026,6,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.1487301587301587,False
42.2,-8.8,45,17,37.78,4.6042,1421965.89,1000000,30.0,52825.01,2025,2026,6,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.16746031746031748,False
43.47,-8.72,43,16,37.21,4.6734,1434706.77,1000000,30.0,52757.0,2025,2026,6,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.1725,False
44.1,-10.1,46,18,39.13,4.5787,1441041.15,1000000,30.0,56116.1,2025,2026,6,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.17500000000000002,False
36.73,-12.1,44,17,38.64,4.0042,1367322.6,1000000,30.0,54417.32,2025,2026,6,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.14575396825396825,False
13.87,-20.98,25,8,32.0,1.881,1138684.13,1000000,30.0,45202.79,2025,2026,6,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.055039682539682534,False
28.13,-20.31,47,19,40.43,3.0536,1281311.72,1000000,30.0,55477.07,2025,2026,6,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.11162698412698412,False
20.85,-24.24,42,16,38.1,2.2145,1208486.06,1000000,30.0,59277.97,2025,2026,6,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.08273809523809525,False
-2.37,-35.65,15,4,26.67,0.3914,976339.43,1000000,30.0,45044.3,2025,2026,6,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,-0.009404761904761905,False
13.93,-22.57,47,18,38.3,1.8195,1139263.17,1000000,30.0,54004.92,2025,2026,6,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.05527777777777778,False
13.06,-30.47,42,21,50.0,1.6329,1130592.96,1000000,30.0,63724.0,2025,2026,6,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.05182539682539683,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,6,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
40.94,-8.81,62,25,40.32,4.5848,1409358.97,1000000,30.0,57803.03,2025,2026,8,200000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.16246031746031744,False
37.59,-9.42,60,24,40.0,4.1704,1375917.15,1000000,30.0,58050.76,2025,2026,8,200000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.14916666666666667,False
44.06,-10.93,49,17,34.69,4.4503,1440552.53,1000000,30.0,59953.23,2025,2026,8,200000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.17484126984126985,False
48.76,-10.34,63,28,44.44,4.9995,1487581.85,1000000,30.0,59652.27,2025,2026,8,300000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.1934920634920635,False
35.6,-14.8,57,25,43.86,3.9085,1356020.35,1000000,30.0,55200.37,2025,2026,8,300000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.14126984126984127,False
13.87,-20.98,25,8,32.0,1.881,1138684.13,1000000,30.0,45202.79,2025,2026,8,300000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.055039682539682534,False
28.26,-20.36,59,27,45.76,3.0475,1282613.09,1000000,30.0,56409.08,2025,2026,8,500000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.11214285714285716,False
38.66,-14.69,55,24,43.64,3.39,1386558.96,1000000,30.0,67212.84,2025,2026,8,500000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.1534126984126984,False
-2.37,-35.65,15,4,26.67,0.3914,976339.43,1000000,30.0,45044.3,2025,2026,8,500000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,-0.009404761904761905,False
14.02,-22.31,59,26,44.07,1.8244,1140177.98,1000000,30.0,55058.26,2025,2026,8,1000000,0.5,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.055634920634920634,False
9.53,-33.91,52,23,44.23,1.4131,1095297.82,1000000,30.0,63969.13,2025,2026,8,1000000,0.75,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.03781746031746031,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,8,1000000,1.0,fusion_rerank,rerank,10.0,0.06,0.25,0.06,20,0.0,False
21.4,-7.95,16,6,37.5,3.807,1213974.89,1000000,30.0,19751.06,2025,2026,2,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.08492063492063491,False
21.4,-7.95,16,6,37.5,3.807,1213974.89,1000000,30.0,19751.06,2025,2026,2,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.08492063492063491,False
21.4,-7.95,16,6,37.5,3.807,1213974.89,1000000,30.0,19751.06,2025,2026,2,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.08492063492063491,False
29.0,-12.12,15,6,40.0,3.7917,1290007.85,1000000,30.0,27728.02,2025,2026,2,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.11507936507936507,False
29.0,-12.12,15,6,40.0,3.7917,1290007.85,1000000,30.0,27728.02,2025,2026,2,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.11507936507936507,False
29.0,-12.12,15,6,40.0,3.7917,1290007.85,1000000,30.0,27728.02,2025,2026,2,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.11507936507936507,False
35.6,-18.13,15,6,40.0,3.5323,1356042.95,1000000,30.0,43294.55,2025,2026,2,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.14126984126984127,False
42.74,-17.2,15,6,40.0,3.8873,1427433.36,1000000,30.0,45433.75,2025,2026,2,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16960317460317462,False
26.17,-19.03,14,5,35.71,2.8876,1261689.09,1000000,30.0,42685.02,2025,2026,2,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.10384920634920636,False
29.28,-23.85,15,6,40.0,2.8758,1292826.97,1000000,30.0,47309.64,2025,2026,2,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.11619047619047619,False
36.05,-29.4,15,6,40.0,2.8946,1360504.52,1000000,30.0,62699.19,2025,2026,2,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.14305555555555555,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,2,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
33.21,-7.21,23,10,43.48,4.616,1332130.28,1000000,30.0,28449.16,2025,2026,3,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.13178571428571428,False
33.21,-7.21,23,10,43.48,4.616,1332130.28,1000000,30.0,28449.16,2025,2026,3,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.13178571428571428,False
33.21,-7.21,23,10,43.48,4.616,1332130.28,1000000,30.0,28449.16,2025,2026,3,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.13178571428571428,False
41.87,-11.61,22,10,45.45,4.3985,1418660.65,1000000,30.0,39666.4,2025,2026,3,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16615079365079363,False
46.67,-11.27,22,10,45.45,4.6782,1466673.43,1000000,30.0,40765.35,2025,2026,3,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.1851984126984127,False
46.72,-11.27,22,10,45.45,4.682,1467240.94,1000000,30.0,40775.18,2025,2026,3,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.1853968253968254,False
47.59,-14.73,22,10,45.45,4.1509,1475923.83,1000000,30.0,52827.91,2025,2026,3,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.18884920634920635,False
50.94,-16.77,22,10,45.45,4.1242,1509394.45,1000000,30.0,59636.43,2025,2026,3,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.20214285714285712,False
26.17,-19.03,14,5,35.71,2.8876,1261689.09,1000000,30.0,42685.02,2025,2026,3,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.10384920634920636,False
38.17,-21.0,22,10,45.45,3.4086,1381709.63,1000000,30.0,54457.44,2025,2026,3,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.15146825396825397,False
42.23,-27.07,22,10,45.45,3.1856,1422270.67,1000000,30.0,66900.86,2025,2026,3,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16757936507936508,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,3,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
53.7,-8.16,31,14,45.16,5.8885,1537023.86,1000000,30.0,38674.84,2025,2026,4,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.21309523809523812,False
53.74,-8.16,31,14,45.16,5.8868,1537386.73,1000000,30.0,38681.35,2025,2026,4,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.21325396825396825,False
53.74,-8.16,31,14,45.16,5.8868,1537386.73,1000000,30.0,38681.35,2025,2026,4,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.21325396825396825,False
55.13,-16.05,30,14,46.67,5.1505,1551322.44,1000000,30.0,52680.9,2025,2026,4,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.21876984126984128,False
62.26,-15.46,30,14,46.67,5.556,1622596.99,1000000,30.0,54296.24,2025,2026,4,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.24706349206349207,False
59.33,-15.7,29,13,44.83,5.5615,1593332.09,1000000,30.0,53771.03,2025,2026,4,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.23543650793650792,False
55.73,-17.42,30,14,46.67,4.5681,1557285.35,1000000,30.0,60886.37,2025,2026,4,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.22115079365079363,False
57.84,-19.19,30,15,50.0,4.5338,1578364.19,1000000,30.0,66122.01,2025,2026,4,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.22952380952380955,False
26.17,-19.03,14,5,35.71,2.8876,1261689.09,1000000,30.0,42685.02,2025,2026,4,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.10384920634920636,False
44.28,-18.64,30,14,46.67,3.6987,1442816.76,1000000,30.0,61345.14,2025,2026,4,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.1757142857142857,False
42.18,-27.37,29,14,48.28,3.1757,1421828.85,1000000,30.0,68199.03,2025,2026,4,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16738095238095238,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,4,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
44.11,-12.89,41,16,39.02,4.8013,1441062.56,1000000,30.0,49387.17,2025,2026,5,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.17503968253968255,False
42.59,-13.01,41,16,39.02,4.6989,1425933.33,1000000,30.0,50018.02,2025,2026,5,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.16900793650793652,False
43.74,-12.92,40,16,40.0,4.803,1437376.49,1000000,30.0,49160.58,2025,2026,5,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.17357142857142857,False
57.79,-15.63,40,19,47.5,5.0749,1577875.63,1000000,30.0,65139.42,2025,2026,5,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.22932539682539682,False
71.3,-13.62,41,20,48.78,5.742,1713030.04,1000000,30.0,70367.75,2025,2026,5,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.28293650793650793,False
66.07,-13.99,37,16,43.24,5.7193,1660687.3,1000000,30.0,68338.53,2025,2026,5,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.26218253968253963,False
58.11,-17.09,40,19,47.5,4.605,1581126.88,1000000,30.0,67132.25,2025,2026,5,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2305952380952381,False
57.95,-20.57,39,20,51.28,4.4487,1579521.11,1000000,30.0,69532.95,2025,2026,5,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.22996031746031748,False
26.17,-19.03,14,5,35.71,2.8876,1261689.09,1000000,30.0,42685.02,2025,2026,5,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.10384920634920636,False
48.61,-16.78,39,19,48.72,3.8824,1486108.13,1000000,30.0,66427.64,2025,2026,5,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.1928968253968254,False
35.49,-30.77,35,17,48.57,2.8245,1354946.92,1000000,30.0,68563.6,2025,2026,5,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.14083333333333334,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,5,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
76.14,-10.15,49,22,44.9,7.1163,1761394.67,1000000,30.0,58870.59,2025,2026,6,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.30214285714285716,False
74.51,-10.24,49,22,44.9,7.0435,1745111.39,1000000,30.0,59468.17,2025,2026,6,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2956746031746032,False
69.36,-10.51,48,20,41.67,6.7096,1693636.02,1000000,30.0,59554.18,2025,2026,6,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2752380952380952,False
92.14,-11.04,48,25,52.08,7.4758,1921404.04,1000000,30.0,73669.43,2025,2026,6,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.36563492063492065,False
113.36,-10.37,48,25,52.08,8.2865,2133553.07,1000000,30.0,79563.0,2025,2026,6,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.4498412698412698,False
89.4,-11.53,41,17,41.46,7.2958,1893956.05,1000000,30.0,76252.54,2025,2026,6,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.3547619047619048,False
71.31,-12.36,48,24,50.0,5.4616,1713084.78,1000000,30.0,71252.82,2025,2026,6,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2829761904761905,False
56.29,-19.68,46,27,58.7,4.3579,1562901.76,1000000,30.0,70037.68,2025,2026,6,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.22337301587301586,False
26.17,-19.03,14,5,35.71,2.8876,1261689.09,1000000,30.0,42685.02,2025,2026,6,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.10384920634920636,False
49.53,-18.17,46,24,52.17,3.8988,1495322.5,1000000,30.0,67922.16,2025,2026,6,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.19654761904761905,False
37.15,-29.65,40,19,47.5,2.905,1371461.17,1000000,30.0,69332.24,2025,2026,6,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.14742063492063492,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,6,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
93.57,-7.89,63,31,49.21,8.4805,1935725.28,1000000,30.0,69762.21,2025,2026,8,200000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.37130952380952376,False
84.93,-8.23,63,29,46.03,7.9557,1849253.63,1000000,30.0,71417.89,2025,2026,8,200000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.33702380952380956,False
65.37,-9.11,56,22,39.29,6.4645,1653699.38,1000000,30.0,68965.12,2025,2026,8,200000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2594047619047619,False
88.68,-12.79,63,33,52.38,7.0582,1886785.05,1000000,30.0,78421.56,2025,2026,8,300000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.35190476190476194,False
94.71,-14.44,65,30,46.15,7.0317,1947147.6,1000000,30.0,84662.71,2025,2026,8,300000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.3758333333333333,False
89.4,-11.53,41,17,41.46,7.2958,1893956.05,1000000,30.0,76252.54,2025,2026,8,300000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.3547619047619048,False
67.99,-13.12,63,31,49.21,5.1922,1679868.62,1000000,30.0,72886.57,2025,2026,8,500000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.26980158730158726,False
58.23,-17.46,55,29,52.73,4.449,1582326.58,1000000,30.0,71726.51,2025,2026,8,500000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.23107142857142857,False
26.17,-19.03,14,5,35.71,2.8876,1261689.09,1000000,30.0,42685.02,2025,2026,8,500000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.10384920634920636,False
66.4,-13.98,61,33,54.1,4.8806,1663986.89,1000000,30.0,72744.09,2025,2026,8,1000000,0.5,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.2634920634920635,False
36.56,-29.94,48,24,50.0,2.8738,1365557.1,1000000,30.0,69813.51,2025,2026,8,1000000,0.75,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.14507936507936509,False
0.0,0.0,0,0,0.0,0.0,1000000.0,1000000,30.0,0.0,2025,2026,8,1000000,1.0,ml_rerank,rerank,10.0,0.1,0.25,0.06,10,0.0,False
